Na2O,MgO,Al2O3,SiO2,P2O5,SO3,Cl,K2O,CaO,TiO2,Cr2O3,MnO,FeO,Ni,Zn,Br,Filename,Sol
2.52,6.26,8.97,45.18,0.96,8.49,0.7,0.73,7.18,1,0.36,0.31,17.12,0.0711,0.0694,0.0061,apb_576279076rwp20140691384_______p1.csv,2014
2.64,5.05,9.8,51.08,0.87,4.94,0.74,1.03,3.87,1.03,0.3,0.27,18.1,0.0921,0.0952,0.0056,apb_576240543rwp20140691384_______p1.csv,2014
2.91,4.93,14.09,46.61,0.5,2.11,0.34,0.1,10.79,0.86,0.05,0.38,16.26,0.0028,0.0064,0.0012,apb_576399767rwp20150691552_______p1.csv,2015
6.31,2.97,15.9,51.79,0.6,2.23,0.55,1.89,5.86,0.6,0.03,0.19,10.98,0.0051,0.0319,0.0033,apb_576421927rwp20160691552_______p1.csv,2016
3.73,5.65,11.56,43.74,1.27,8.36,1.36,0.71,8.22,0.86,0.08,0.29,13.94,0.0081,0.0377,0.0071,apb_576661505rwp20180691648_______p1.csv,2018
4.26,4.3,14.42,44.95,1.29,7.91,1.14,1.21,7.27,0.4,0.04,0.22,12.5,0.0096,0.0263,0.0039,apb_576663993rwp20180691648_______p1.csv,2018
4.02,4.77,13.22,49.03,1.25,6.3,1.08,0.74,7.41,0.74,0.06,0.24,11.04,0.012,0.0325,0.0031,apb_576662747rwp20180691648_______p1.csv,2018
3.14,3.03,8.28,61.08,1.17,9.8,1.01,1.23,6.27,0.52,0.04,0.15,3.96,0.0005,0.0116,0.0111,apb_576668225rwp20180691648_______p1.csv,2018
2.88,3.23,7.76,66.41,0.9,7.65,0.87,0.96,5.29,0.46,0.11,0.14,3.27,0.0016,0.0121,0.0098,apb_576666953rwp20180691648_______p1.csv,2018
2.49,10.12,9.09,43.62,0.84,5.46,1.5,0.43,5.88,0.84,0.41,0.43,18.74,0.0486,0.036,0.0243,apb_576759667rwp20190691648_______p1.csv,2019
3.32,2.43,9.18,61.77,0.78,9.72,0.87,1.6,6.27,0.39,0.05,0.13,3.36,0.0033,0.0136,0.0083,apb_576686074rwp20190691648_______p1.csv,2019
4.03,2.44,10.05,65.62,1.07,3.35,0.91,1.75,2.5,1.24,0.1,0.08,6.58,0.0172,0.038,0.0114,apb_576752906rwp20190691648_______p1.csv,2019
3.07,7.1,9.59,43.98,1.07,3.29,0.97,2.4,6.37,0.91,0.34,0.48,20.14,0.0363,0.1262,0.0034,apb_576778278rwp20200691648_______p1.csv,2020
3.8,6.45,11.99,45.73,0.93,5.6,1.48,0.46,6.25,0.86,0.11,0.25,15.98,0.0146,0.0325,0.0095,apb_577021256rwp20220691768_______p1.csv,2022
3.45,6.78,11.38,46.35,0.7,4.82,1.25,0.59,5.58,0.59,0.16,0.33,17.82,0.0187,0.027,0.0064,apb_577022544rwp20220691768_______p1.csv,2022
3.67,6.16,11.7,46.97,0.95,5.65,1.62,0.53,5.92,0.72,0.11,0.2,15.7,0.0157,0.0302,0.0084,apb_577018684rwp20220691768_______p1.csv,2022
4.54,4.38,15.16,48.39,1.55,4.26,0.95,0.63,7.27,1.33,0.12,0.17,10.92,0.0099,0.0199,0.0036,apb_577017400rwp20220691768_______p1.csv,2022
4.23,4.86,14.06,49.09,0.77,4.95,1.54,0.73,6.09,0.58,0.08,0.16,12.75,0.0052,0.0258,0.0054,apb_577019972rwp20220691768_______p1.csv,2022
5.75,3.89,14.44,49.71,1.28,2.51,0.89,2.35,6.72,0.72,0.04,0.24,11.36,0.0059,0.0185,0.006,apb_577037738rwp20230691768_______p1.csv,2023
2.37,11.49,8.29,43.44,0.7,2.57,0.41,0.33,6.84,0.9,0.51,0.43,21.58,0.0768,0.0154,0.0031,apb_577290313rwp20250691858_______p1.csv,2025
2.49,10.13,8.86,43.9,0.76,3.08,0.48,0.38,7.24,1.05,0.64,0.43,20.45,0.0448,0.0215,0.0026,apb_577386053rwp20260691858_______p1.csv,2026
2.98,4.99,9.07,47.19,0.8,6.65,2.45,0.96,3.33,1.07,0.32,0.2,19.72,0.0992,0.1093,0.0038,apb_577661034rwp20300692456_______p1.csv,2030
2.73,6.02,9.56,46.95,0.77,6.46,1.86,1.01,3.55,1.08,0.31,0.23,19.19,0.0859,0.1145,0.0035,apb_577877808rwp20320692594_______p1.csv,2032
2.76,5.38,9.09,46.81,1.11,5.48,1.7,0.82,3.15,1.05,0.32,0.1,21.9,0.0838,0.1229,0.0148,apb_578454113rwp20380700240_______p1.csv,2038
2.74,4.74,8.62,45.13,0.91,7.9,2.5,0.82,4.83,1.04,0.31,0.12,20,0.0939,0.1307,0.0201,apb_578799156rwp20420701000_______p1.csv,2042
2.64,4.7,8.58,43.64,1.25,7.99,2.68,0.81,4.65,1.01,0.32,0.12,21.28,0.0865,0.1164,0.016,apb_578820836rwp20430701000_______p1.csv,2043
1.86,3.3,4.17,21.69,1.58,29.86,1.71,0.27,17.93,0.5,0.17,0.17,16.58,0.0375,0.0611,0.027,apb_579326240rwp20480701538_______p1.csv,2048
1.74,3.87,6.27,35.45,1.65,18.46,0.89,0.64,10.47,0.84,0.25,0.17,19.01,0.0647,0.0917,0.0337,apb_579344706rwp20480701538_______p1.csv,2048
2.36,5.42,8.58,46.11,1.16,5.34,0.75,0.78,3.89,1.06,0.31,0.15,23.79,0.0896,0.1067,0.0127,apb_579417499rwp20490701538_______p1.csv,2049
2.21,4.4,8.89,50.22,1.13,3.84,0.67,1.12,3.07,1.15,0.33,0.18,22.42,0.0938,0.1701,0.0232,apb_579436320rwp20500701538_______p1.csv,2050
1.27,6.02,8.41,47.57,0.36,5.8,0.96,0.94,4.23,1.23,0.25,0.21,22.42,0.0696,0.1394,0.0393,apb_579920618rwp20550701752_______p1.csv,2055
2.26,3.43,9.11,52,1.06,2.22,0.61,1.11,2.47,1.14,0.34,0.19,23.65,0.0938,0.1566,0.0374,apb_579960253rwp20550701752_______p1.csv,2055
2.3,2.76,7.8,41.87,1.11,10.25,0.93,0.96,7.72,1.06,0.34,0.26,22.33,0.0927,0.1327,0.0023,apb_582173401rwp20800701752_______p1.csv,2080
2.24,2.66,7.81,42.9,1.11,9.86,0.89,0.94,7.52,1.05,0.32,0.21,22.12,0.0924,0.1422,0.0021,apb_582197425rwp20810701752_______p1.csv,2081
1.99,3.59,8.49,44.97,1.07,8.15,0.56,1,6.45,1.15,0.34,0.23,21.7,0.0754,0.126,0.008,apb_582284919rwp20820701752_______p1.csv,2082
2.57,7.2,8.11,43.81,0.94,5.54,0.89,0.72,4.53,1.12,0.4,0.22,23.44,0.0912,0.1449,0.1396,apb_583061826rwp20900710228_______p1.csv,2090
2.1,3.8,7.22,41.05,0.83,12.65,1.05,0.89,7.05,1.01,0.3,0.19,21.49,0.0767,0.14,0.0785,apb_583080731rwp20910710228_______p1.csv,2091
2.48,6.19,8.55,44.12,0.83,7.83,1.54,0.91,4.86,1.04,0.34,0.28,20.73,0.0976,0.1277,0.0135,apb_584036538rwp21010711586_______p1.csv,2101
2.52,5.05,8.87,47.05,0.75,6.38,1.67,1.07,4.05,1.07,0.32,0.29,20.56,0.1007,0.1243,0.0094,apb_583970378rwp21010711586_______p1.csv,2101
2.68,6.73,8.33,42.25,0.84,8.57,1.83,0.85,5.65,1.04,0.33,0.32,20.21,0.1018,0.1284,0.0159,apb_584055000rwp21020711586_______p1.csv,2102
2.52,6.5,8.77,46.08,0.95,6.12,1.65,0.86,3.92,1.05,0.34,0.35,20.49,0.1067,0.1211,0.0078,apb_584268232rwp21040711818_______p1.csv,2104
2.84,5.89,8.3,43.03,1.07,9.44,2.19,1,6.23,0.91,0.28,0.42,17.91,0.0713,0.1569,0.014,apb_584532260rwp21070712350_______p1.csv,2107
2.72,5.63,8.57,43.69,2.46,5.07,2,0.7,3.09,0.98,0.28,0.19,24.31,0.0903,0.0796,0.006,apb_584624174rwp21080712804_______p1.csv,2108
2.79,5,8.28,43.97,0.75,8.24,2.34,0.97,4.86,1,0.32,0.25,20.88,0.1009,0.1095,0.006,apb_584768666rwp21100712876_______p1.csv,2110
2.56,4.76,8.88,46.58,0.72,5.78,1.33,1.06,4.2,1.07,0.32,0.27,22.06,0.1081,0.1189,0.0056,apb_585101223rwp21130712876_______p1.csv,2113
2.44,4.32,9.01,47.49,0.67,6.07,0.69,1.09,4.45,1.13,0.34,0.27,21.72,0.1072,0.1175,0.0057,apb_585122977rwp21140712876_______p1.csv,2114
2.64,5.44,8.89,47.65,0.89,6.62,1.38,1.03,4.36,1.04,0.3,0.25,19.23,0.0859,0.0892,0.0046,apb_585456449rwp21170720000_______p1.csv,2117
2.52,5.79,9.02,47.92,0.92,6.2,0.94,0.98,4.57,0.99,0.29,0.34,19.18,0.0834,0.1002,0.0037,apb_585811441rwp21210720386_______p1.csv,2121
2.46,5.33,8.65,45.85,0.92,8.87,0.99,0.93,6.28,0.97,0.28,0.31,17.94,0.0749,0.0961,0.0036,apb_585832122rwp21220720386_______p1.csv,2122
2.56,4.43,9.02,47.9,0.75,4.82,0.43,1.05,4.92,1.15,0.35,0.37,21.92,0.0942,0.1233,0.0037,apb_586077232rwp21240720386_______p1.csv,2124
2.62,4.67,9.26,48.76,0.81,4.07,0.49,1.06,4.67,1.09,0.34,0.36,21.48,0.0909,0.1136,0.0036,apb_586101264rwp21250720386_______p1.csv,2125
2.88,5.23,9.46,50.03,0.82,5.13,2.15,1.06,3.34,1.02,0.31,0.23,18.04,0.0959,0.1121,0.0094,apb_586345498rwp21270720920_______p1.csv,2127
2.42,6.57,8.46,44.76,0.94,8.93,1.9,0.87,4.88,0.97,0.28,0.33,18.41,0.1045,0.1127,0.0109,apb_586367435rwp21280720920_______p1.csv,2128
2.53,4.98,9.32,48.71,0.92,7.01,0.81,0.94,5.28,0.97,0.31,0.23,17.74,0.0828,0.1037,0.0121,apb_586699780rwp21310721286_______p1.csv,2131
2.7,6.2,9.62,50.14,1.38,2.4,0.69,0.88,2.74,0.99,0.31,0.2,21.46,0.088,0.0886,0.0499,apb_586695228rwp21310721286_______p1.csv,2131
2.71,5.73,10.39,53.98,0.89,3.02,0.66,1.02,3.33,1,0.3,0.25,16.43,0.0933,0.0861,0.035,apb_586716195rwp21320721286_______p1.csv,2132
2.42,5.02,8.89,47.88,0.81,7.76,0.8,0.93,5.27,1.02,0.32,0.09,18.46,0.0802,0.0857,0.0429,apb_586961681rwp21340721316_______p1.csv,2134
2.53,5.29,8.86,46.39,0.83,8.86,0.88,0.87,6.27,1,0.32,0.11,17.51,0.0739,0.0787,0.0254,apb_586989745rwp21350721316_______p1.csv,2135
2.44,4.49,8.69,44.28,0.86,8.31,0.95,0.93,6.63,1.08,0.3,0.18,20.54,0.0991,0.1204,0.0218,apb_588743809rwp21540721316_______p1.csv,2154
2.45,4.72,8.75,44.08,0.84,7.59,0.89,0.91,6.44,1.03,0.34,0.17,21.53,0.0914,0.0847,0.0044,apb_588763893rwp21550721316_______p1.csv,2155
2.44,4.79,8.49,45.95,0.97,5.49,0.68,0.87,5.36,1.01,0.38,0.2,23.15,0.0835,0.0771,0.007,apb_588853718rwp21560721316_______p1.csv,2156
2.61,5.81,9.01,47.48,0.94,6.54,1.28,0.91,3.94,1,0.33,0.21,19.66,0.0911,0.0969,0.0052,apb_589271930rwp21600721980_______p1.csv,2160
2.59,6.23,9.08,48.3,0.63,8.8,1.69,1.09,4.4,1,0.29,0.23,15.37,0.0988,0.1199,0.0057,apb_589712925rwp21650722410_______p1.csv,2165
2.68,6.63,9.39,48.63,0.77,7.87,1.35,1.07,3.84,0.99,0.27,0.22,16.04,0.0941,0.0935,0.0061,apb_589719687rwp21650722410_______p1.csv,2165
2.68,5.26,10.13,51.46,0.68,4.99,0.78,1.05,4.02,0.97,0.29,0.17,17.28,0.0961,0.0699,0.0032,apb_589741612rwp21660722410_______p1.csv,2166
2.57,5.68,9.12,46.67,0.85,11.02,1.16,0.95,6.43,0.95,0.31,0.21,13.78,0.0942,0.0994,0.0178,apb_589985454rwp21680722464_______p1.csv,2168
2.61,6.14,9.44,47.12,0.81,8.78,0.96,0.91,5.98,0.97,0.34,0.22,15.44,0.0931,0.0969,0.0122,apb_590004917rwp21690722464_______p1.csv,2169
2.26,4.76,6.58,32.24,0.7,20.42,1.23,0.58,11.21,0.66,0.2,0.14,18.78,0.072,0.081,0.0172,apa_594337757rwp22170730000_______p1.csv,2217
2.55,5.65,9.53,48.42,0.72,9.17,0.87,1.04,5.92,0.94,0.3,0.22,14.41,0.0894,0.0924,0.0113,apa_594359670rwp22180730000_______p1.csv,2218
2.39,5.49,9.83,50.2,0.68,8.57,0.94,1.04,5.47,0.84,0.33,0.23,13.39,0.0965,0.1289,0.0106,apa_594594839rwp22200730046_______p1.csv,2220
2.5,5.23,9.7,49.79,0.72,9.35,1.04,1.05,5.11,0.94,0.29,0.23,13.7,0.1074,0.1596,0.0079,apa_594622328rwp22210730046_______p1.csv,2221
2.4,4.33,9.28,48.87,0.79,9.56,1,0.8,5.53,0.88,0.28,0.13,15.86,0.0754,0.0603,0.0079,apa_594865190rwp22230730550_______p1.csv,2223
2.75,5.74,10.59,53.25,0.67,3.3,0.99,1,3.44,0.75,0.3,0.2,16.2,0.0852,0.0649,0.0106,apa_594835668rwp22230730550_______p1.csv,2223
2.68,5.03,10.3,53.54,0.88,4.18,1.07,0.95,3.54,0.96,0.33,0.16,16.13,0.1055,0.0731,0.0096,apa_594884773rwp22240730550_______p1.csv,2224
2.58,4.2,9.45,50.59,0.73,5.61,0.93,0.85,4.83,0.94,0.3,0.14,18.6,0.102,0.07,0.0067,apa_596820392rwp22450730550_______p1.csv,2245
2.57,4.29,9.64,51.58,0.79,5.63,0.92,0.89,4.84,0.88,0.28,0.15,17.31,0.093,0.0661,0.006,apa_596840876rwp22460730550_______p1.csv,2246
2.68,4.58,10.02,52.38,0.78,4.86,0.99,0.92,4.19,0.96,0.29,0.14,16.97,0.0963,0.0707,0.0092,apa_597020299rwp22480730550_______p1.csv,2248
2.45,4.85,9.62,50.32,0.76,6.31,1.1,1.06,4.49,0.97,0.28,0.1,17.43,0.0854,0.0885,0.0022,apa_597618532rwp22540730800_______p1.csv,2254
2.62,5.56,9.33,47.29,0.89,7.79,1.45,0.98,4.71,0.93,0.29,0.1,17.76,0.0803,0.0871,0.0042,apa_597636506rwp22550730800_______p1.csv,2255
2.54,4.83,8.79,46.44,0.86,10.7,1.54,0.68,4.97,0.99,0.28,0.07,17.07,0.0838,0.0726,0.0156,apa_597973899rwp22580731206_______p1.csv,2258
2.67,6.4,8.6,42.84,0.95,11.93,1.74,0.55,6.89,0.98,0.3,0.12,15.81,0.0737,0.0705,0.0138,apa_597995182rwp22590731206_______p1.csv,2259
2.07,3.92,7.54,37.65,0.87,14.96,2.06,0.64,8.19,0.99,0.33,0.1,20.28,0.1025,0.1006,0.0232,apa_600638160rwp22880731206_______p1.csv,2288
2.36,6.14,8.37,42.25,0.86,9.37,1.34,0.58,6.61,0.98,0.4,0.22,20.19,0.0782,0.057,0.0084,apa_600660324rwp22890731206_______p1.csv,2289
2.13,3.97,7.33,37.37,0.87,15.28,2.1,0.62,8.64,1,0.31,0.08,20,0.0995,0.0919,0.0229,apa_600923722rwp22920731206_______p1.csv,2292
2.03,4.14,7.21,35.43,0.94,16.85,2.28,0.57,9.16,0.94,0.3,0.1,19.77,0.0877,0.0877,0.0229,apa_601009163rwp22930731206_______p1.csv,2293
2.54,5.5,8.01,40.69,0.98,14.9,1.8,0.51,7.6,0.94,0.28,0.09,15.92,0.0754,0.07,0.0179,apa_601275846rwp22960731206_______p1.csv,2296
2.63,4.34,9.84,51.13,0.76,4.35,1.05,0.83,3.34,1.24,0.37,0.06,19.84,0.0812,0.0709,0.0057,apa_601580627rwp22990731692_______p1.csv,2299
2.55,5.32,9.34,48.66,0.82,5.76,1.59,0.98,3.24,1.16,0.3,0.06,19.88,0.1,0.101,0.0155,apa_601668889rwp23000731944_______p1.csv,2300
2.39,5.3,9.47,46.76,0.86,7.24,1.46,1.01,4.43,1.12,0.32,0.09,19.2,0.0895,0.1596,0.0235,apa_601792695rwp23010732112_______p1.csv,2301
2.53,4.57,9.73,48.34,0.75,5.41,1.99,1.14,3.55,1.16,0.34,0.09,19.98,0.0907,0.1825,0.039,apa_601812994rwp23020732112_______p1.csv,2302
2.46,4.91,9.27,47.83,0.77,5.37,1.13,1.33,3.61,1.15,0.33,0.11,21.42,0.0981,0.1031,0.0027,apa_602025583rwp23040732346_______p1.csv,2304
2.61,6.68,9.36,47.37,0.72,3.62,0.75,0.87,4.55,1.1,0.42,0.23,21.5,0.0678,0.069,0.0035,apa_602415801rwp23080732502_______p1.csv,2308
2.63,5.76,9.52,48.27,0.64,3.48,0.77,1.09,3.9,1.06,0.37,0.15,22.01,0.0674,0.0749,0.0026,apa_602407852rwp23080732502_______p1.csv,2308
2.67,6.98,9.52,47.04,0.73,3.46,0.68,0.86,4.98,1.09,0.47,0.24,21.1,0.0612,0.0512,0.0012,apa_602435450rwp23090732502_______p1.csv,2309
2.71,7.02,8.77,45.75,0.64,4.75,1.1,0.87,4.51,0.94,0.44,0.22,21.87,0.0723,0.0756,0.0513,apa_602649563rwp23110732676_______p1.csv,2311
2.42,9.56,8.92,43.53,0.72,3.52,0.52,0.39,7.05,1.2,0.73,0.45,20.88,0.0443,0.0236,0.0029,apa_602822704rwp23130732958_______p1.csv,2313
2.6,5.83,9.3,48.04,0.72,5.04,1.37,1.16,4.02,1.12,0.36,0.12,20.03,0.078,0.0926,0.0371,apa_603039373rwp23150740000_______p1.csv,2315
2.68,5.14,9.5,50.3,0.65,3.87,1.17,1.29,3.16,1.13,0.33,0.11,20.38,0.0798,0.0981,0.0295,apa_603031544rwp23150740000_______p1.csv,2315
2.57,5.66,9.32,48.27,0.72,4.98,1.39,1.19,3.96,1.13,0.35,0.12,20.03,0.0767,0.0948,0.0342,apa_603058872rwp23160740000_______p1.csv,2316
2.5,6.7,8.78,43.94,0.75,8.5,1.82,0.7,5.94,1.08,0.33,0.22,18.34,0.0674,0.2333,0.0231,apa_603300131rwp23180740210_______p1.csv,2318
2.73,6.83,9.03,45.01,0.76,7.29,2.12,0.81,5.38,1.13,0.34,0.22,17.94,0.066,0.2245,0.0375,apa_603320664rwp23190740210_______p1.csv,2319
2.68,6.53,9.21,46.18,0.72,6.77,1.95,0.75,5.39,1.21,0.32,0.24,17.57,0.0682,0.2196,0.0319,apa_603444095rwp23200740210_______p1.csv,2320
2.51,6.99,8.51,41.36,0.89,11.47,1.8,0.63,6.64,0.95,0.26,0.29,17.28,0.0672,0.1514,0.0287,apa_604634332rwp23330740540_______p1.csv,2333
2.49,6.37,8.09,40.43,0.82,13.21,1.8,0.58,8.33,0.92,0.25,0.3,15.93,0.0568,0.1503,0.0505,apa_604653815rwp23340740540_______p1.csv,2334
2.46,6.92,9.07,48.66,0.71,3.99,1.47,0.82,3.81,1.16,0.39,0.2,19.86,0.0878,0.2466,0.0387,apb_605842728rwp23470740762_______p1.csv,2347
2.54,9.21,8.82,44.3,0.59,3.72,0.63,0.49,6.78,1.02,0.58,0.41,20.73,0.0658,0.0476,0.0118,apb_606044856rwp23490750000_______p1.csv,2349
2.44,7.64,8.62,44.94,0.79,4.61,0.95,0.7,5.41,1.23,0.53,0.3,21.59,0.0696,0.0633,0.0649,apb_606051576rwp23490750000_______p1.csv,2349
2.56,6.86,8.94,46.82,0.75,3.93,1.18,0.91,4.38,1.12,0.45,0.22,21.56,0.0725,0.0875,0.0901,apb_606059435rwp23490750000_______p1.csv,2349
2.27,6.39,8.21,44.33,0.74,10.26,1.52,0.73,6.88,1.08,0.32,0.21,16.59,0.0723,0.2202,0.0578,apb_606080090rwp23500750000_______p1.csv,2350
2.61,6.02,9.16,49.89,0.66,3.57,1.82,1.09,3.16,0.91,0.33,0.12,19.93,0.0869,0.131,0.1209,apb_606286678rwp23520750060_______p1.csv,2352
2.58,7.23,8.74,46.19,0.85,4.08,0.99,0.81,4.61,0.98,0.41,0.24,21.84,0.0703,0.0881,0.0414,apb_606672067rwp23560750456_______p1.csv,2356
2.7,6.99,8.76,46.74,0.78,4.03,1.08,0.91,4.41,1.14,0.37,0.26,21.54,0.088,0.0894,0.0441,apb_606669800rwp23560750456_______p1.csv,2356
2.45,6.99,9.14,46.86,0.81,4.11,1.05,0.86,4.04,0.9,0.45,0.2,21.68,0.0751,0.118,0.0479,apb_606667564rwp23560750456_______p1.csv,2356
2.52,5.39,8.7,48.49,0.77,5.41,1.45,1.08,3.9,1.12,0.33,0.11,20.3,0.0829,0.0859,0.1587,apb_606695461rwp23570750456_______p1.csv,2357
2.36,7.21,9.03,47.26,0.85,5.4,1.55,0.77,4.06,0.97,0.3,0.21,19.45,0.081,0.2139,0.0774,apb_606907372rwp23590750750_______p1.csv,2359
2.5,5.39,8.87,49.07,0.75,4.48,0.97,1.12,2.8,1.14,0.33,0.19,22.04,0.0893,0.1065,0.0581,apb_607084085rwp23610750936_______p1.csv,2361
2.48,5.23,9.05,49.53,0.74,3.59,1.11,1.07,2.79,1.12,0.33,0.24,22.37,0.0963,0.1179,0.0416,apb_607292410rwp23630751128_______p1.csv,2363
2.63,4.5,9.54,51.21,0.7,2.97,1.01,1.12,2.38,1.15,0.33,0.19,21.96,0.0964,0.1123,0.0211,apb_607313188rwp23640751128_______p1.csv,2364
2.3,6.67,8.95,49.07,0.78,4.71,1.66,0.84,3.17,1.14,0.28,0.25,19.56,0.0777,0.3799,0.0728,apb_607440468rwp23650751350_______p1.csv,2365
2.18,7.26,9.07,47.42,0.81,4.99,1.63,0.73,3.65,1.16,0.34,0.32,19.79,0.0734,0.3678,0.0521,apb_607645235rwp23670751386_______p1.csv,2367
2.51,7.18,9.27,47.54,0.92,4.58,1.8,0.7,3.57,1.03,0.3,0.34,19.51,0.0747,0.369,0.0472,apb_607617152rwp23670751386_______p1.csv,2367
2.46,7.03,9.44,48.44,0.82,4.16,1.88,0.75,3.21,1.12,0.3,0.33,19.49,0.064,0.3699,0.0486,apb_607663636rwp23670751386_______p1.csv,2367
2.57,8.8,9.21,44.29,0.77,3.73,0.82,0.61,6.07,0.97,0.45,0.33,21.01,0.0673,0.0633,0.028,apb_608537936rwp23770751386_______p1.csv,2377
2.3,7.53,8.7,47.25,1.03,5.38,1.7,0.66,3.88,1.07,0.36,0.44,18.95,0.0775,0.3745,0.0825,apb_608530694rwp23770751386_______p1.csv,2377
2.49,8.65,9,42.36,0.78,5.58,0.64,0.48,7.25,0.99,0.45,0.41,20.69,0.066,0.0646,0.0045,apb_608557256rwp23780751386_______p1.csv,2378
2.21,5.84,8.24,41.55,0.81,9.89,0.95,0.6,7.03,1.08,0.38,0.36,20.59,0.0818,0.2494,0.0211,apb_608734989rwp23800751386_______p1.csv,2380
2.24,6.74,7.79,42.28,0.75,9.17,0.55,0.6,6.56,1.18,0.36,0.38,20.74,0.0701,0.4229,0.0644,apb_608801212rwp23800751386_______p1.csv,2380
2.24,6.89,8.34,42.46,0.77,8,0.55,0.63,6.07,1.2,0.35,0.42,21.38,0.0756,0.4351,0.0529,apb_608818500rwp23810751386_______p1.csv,2381
2.32,7.49,8.63,47.09,0.85,5.43,1.4,0.7,3.84,1.16,0.36,0.4,19.69,0.073,0.3706,0.106,apb_608981355rwp23820751398_______p1.csv,2382
2.3,7.35,8.51,46.83,0.86,5.68,1.46,0.7,4.17,1.18,0.35,0.38,19.59,0.0694,0.3511,0.1086,apb_609002730rwp23830751398_______p1.csv,2383
1.78,5.66,7.34,38.56,0.97,12.96,0.32,0.62,9.23,1.1,0.36,0.61,19.86,0.0662,0.4411,0.0129,apb_610759135rwp24020751398_______p1.csv,2402
1.78,5.62,7.19,38.41,0.94,12.92,0.32,0.6,9.41,1.15,0.38,0.58,20.09,0.0775,0.4164,0.0107,apb_610779479rwp24030751398_______p1.csv,2403
1.35,5.6,6.26,37.04,0.64,16.19,0.46,0.59,9.98,1.12,0.28,0.43,19.41,0.0592,0.3894,0.0669,apb_610943441rwp24040751398_______p1.csv,2404
1.5,5.97,6.91,39.59,0.81,12.81,0.63,0.64,8.12,1.16,0.34,0.48,20.32,0.0714,0.3996,0.0806,apb_610961291rwp24050751398_______p1.csv,2405
2.36,5.84,8.51,47.87,0.76,4.52,1.62,1.04,3.12,1.19,0.35,0.35,21.85,0.0859,0.249,0.1609,apb_611256117rwp24080751450_______p1.csv,2408
2.52,11.39,8.72,42.58,0.74,2.93,0.48,0.42,7.02,0.86,0.4,0.41,21.35,0.1036,0.0156,0.0059,apb_611374842rwp24090751564_______p1.csv,2409
2.45,10.9,8.57,43.67,0.7,2.87,0.44,0.35,6.92,0.85,0.5,0.45,21.13,0.0744,0.0194,0.0057,apb_611464102rwp24100751564_______p1.csv,2410
2.53,9.76,9.06,44.59,0.75,3.12,0.48,0.4,7.25,0.9,0.48,0.42,20.13,0.0529,0.021,0.0038,apb_611394192rwp24100751564_______p1.csv,2410
2.79,8.23,10.03,44.25,0.94,5.27,0.68,0.56,7.37,0.88,0.31,0.35,18.16,0.0862,0.0269,0.0096,apb_611483616rwp24110751564_______p1.csv,2411
2.36,5.76,8.97,51.46,0.66,4.37,1.61,1.14,3.42,1.17,0.36,0.13,18.13,0.0876,0.1456,0.1124,apb_611700684rwp24130751916_______p1.csv,2413
2.33,7.04,8.87,47.6,0.83,4.49,1.55,0.95,3.68,1,0.35,0.18,20.7,0.0778,0.1729,0.1053,apb_611787347rwp24140752004_______p1.csv,2414
2.37,6.7,8.3,47.22,0.83,4.35,1.45,0.94,3.46,1.1,0.4,0.22,22.13,0.0811,0.216,0.1185,apb_611877719rwp24150752052_______p1.csv,2415
2.37,6.56,8.49,47.34,0.99,4.27,1.3,0.91,3.3,1.13,0.35,0.24,22.15,0.068,0.2404,0.117,apb_611907722rwp24150752052_______p1.csv,2415
2.31,6.04,8.43,49.05,0.87,3.3,1.51,1,2.86,1.15,0.35,0.2,22.4,0.0763,0.2389,0.1256,apb_611926483rwp24160752052_______p1.csv,2416
2.65,5.52,9.64,49.34,0.69,3.92,0.9,1.06,2.99,1.1,0.35,0.17,21.37,0.0722,0.0908,0.0096,apb_612266073rwp24190752332_______p1.csv,2419
2.49,5.05,9.65,49.5,0.57,3.77,0.87,1.03,2.67,1.13,0.28,0.18,22.38,0.0963,0.0992,0.0076,apb_612268009rwp24190752332_______p1.csv,2419
2.46,4.82,8.99,49.66,0.83,3.67,1.04,1.1,2.59,1.15,0.33,0.29,22.76,0.0995,0.1055,0.023,apb_612284122rwp24200752332_______p1.csv,2420
2.24,5.91,8.66,49.98,0.66,4.08,1.13,1.07,2.81,1.09,0.32,0.07,21.59,0.0896,0.1363,0.0721,apb_612503764rwp24220752770_______p1.csv,2422
2.34,6.82,7.6,38.86,0.76,13.84,1.02,0.6,9.64,0.9,0.27,0.2,16.92,0.0606,0.0837,0.0309,apb_612706146rwp24240752860_______p1.csv,2424
2.56,7.23,8.66,45.02,0.85,5.32,1,0.8,4.85,1.06,0.38,0.26,21.72,0.0888,0.0905,0.0566,apb_612712877rwp24240752860_______p1.csv,2424
2.42,7.9,8.6,45.39,0.92,5.24,1.17,0.65,5.12,1.07,0.42,0.37,20.36,0.0818,0.1621,0.0469,apb_612731887rwp24250752860_______p1.csv,2425
2.46,7.26,8.7,46.99,0.74,4.75,1.38,0.77,4.43,1.06,0.37,0.23,20.5,0.0811,0.1666,0.0489,apb_612973409rwp24270752860_______p1.csv,2427
2.37,7.31,8.72,46.05,0.92,5.4,1.35,0.71,4.43,1.17,0.36,0.47,20.29,0.0785,0.2464,0.0541,apb_612995064rwp24280752860_______p1.csv,2428
